,article_number,data_set,label_expert_a,label_expert_b,label_expert_c,label_council,newspaper_name,article_link
395,396,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': True, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/ausland/un-angaben-schweres-schiffsunglueck-vor-libyen-117-tote-befuerchtet_id_10207520.html
396,397,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': True, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': True, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': True, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/reisen/bahn/warnstreik-deutsche-bahn-kompletter-zugverkehr-in-bayern-eingestellt_id_10045170.html
397,398,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/regional/karlsruhe/karlsruhe-ueber-21-jahre-alte-sexualstraftat-aufgeklaert-dna-spur-fuehrt-polizei-zu-55-jaehrigem_id_10171350.html
398,399,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/panorama/welt/nach-festnahme-rebeccas-mutter-glaube-nicht-dass-mein-schwiegersohn-damit-zu-tun-hat_id_10391592.html
399,400,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/deutschland/verdacht-auf-steuerdelikt-staatsanwaltschaft-ermittelt-gegen-afd-chef-gauland_id_10485624.html
400,401,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Focus,https://www.focus.de/sport/formel1/michael-schumacher-asdf_id_9950422.html
401,402,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': True, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': True, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': True, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/kultur/medien/spiegel-skandal-erster-gefaelschter-text-aus-dem-netz-genommen_id_10110340.html
402,403,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/regional/nordrhein-westfalen/sankt-augustin-razzia-in-bonn-und-im-rhein-sieg-kreis-nagelstudios-im-visier-der-zoll-fahnder_id_9913738.html
403,404,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Focus,https://www.focus.de/kultur/musik/stefanie-tuecking-swr-3-moderatorin-mit-nur-56-jahren-gestorben_id_10004725.html
404,405,expert,"{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/deutschland/bundestagswahl_2017/groko-im-news-ticker-nach-unions-kompromiss-im-sommer-nur-elf-fluechtlinge-an-grenze-abgewiesen_id_10399524.html
405,406,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/ausland/machtkampf-in-venezuela-aussenminister-maas-sichert-oppositionsfuehrer-guaido-unterstuetzung-zu_id_10230598.html
406,407,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/sport/fussball/comeback-perfekt-anthony-modeste-kehrt-zurueck-zum-1-fc-koeln_id_9930982.html
407,408,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/regional/koeln/yelland-bibber-ehepaar-laesst-10-jahre-lang-die-heizung-aus-und-spart-riesen-summe_id_10313268.html
408,409,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/sport/fussball/laenderspiel-im-live-ticker-historisch-schlechtes-dfb-jahr-deutschland-peilt-erfolg-gegen-russland-an_id_9920729.html
409,410,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/finanzen/boerse/aktien/zu-hohe-rabatte-mediamarkt-und-saturn-verkalkulieren-sich-am-black-friday-das-ist-der-notfallplan-der-neuen-chefs_id_10100414.html
410,411,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/finanzen/news/miete-arbeitsmarkt-fluechtlinge-10-wichtige-aenderungen-fuer-2019_id_10070946.html
411,412,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': True, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Focus,https://www.focus.de/perspektiven/mutmacher/familie-heisst-fuereinander-da-zu-sein-muenchner-polizist-adoptiert-zwei-jungen-deren-muetter-ermordet-wurden_id_10202624.html
412,413,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': True, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/ausland/rechtsstreit-mit-weissem-haus-fox-news-und-cnn-verbuenden-sich-gegen-trump_id_9913975.html
413,414,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/sport/fussball/heftige-wortwahl-auf-twitter-franck-ribery-voellig-enthemmt-f-t-eure-muetter_id_10147772.html
414,415,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/panorama/welt/nach-absturz-in-aethiopien-australien-zieht-umstrittenes-boeing-modell-aus-dem-verkehr_id_10441016.html
415,416,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/finanzen/boerse/aktien/zu-hohe-rabatte-mediamarkt-und-saturn-verkalkulieren-sich-am-black-friday-das-ist-der-notfallplan-der-neuen-chefs_id_10100414.html
416,417,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': True, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': True, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/panorama/wetter-aktuell/wetter-aktuell-hunderte-fluege-gestrichen-ehepaar-rettet-sich-aus-lawine_id_10272199.html
417,418,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/digital/dldaily/in-der-eu-personalausweise-muessen-kuenftig-fingerabdruecke-enthalten_id_10349443.html
418,419,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Focus,https://www.focus.de/politik/ausland/floh-vor-ihrer-familie-saudi-araberin-18-scheitert-in-thailand-mit-einspruch-gegen-ausweisung_id_10150610.html
